samples,CAL,PHY,CHL,CLU,CRV,OXY,IRO,NIT,RAD,PH,PHO,PRO,SAL,SIL,TMAX,TMIN,TAV,TRA
"PEI01,",0.015545,2.589153051,0.459147006,0.736000001,0.069818363,314.4957581,0.003372,0.532081008,37.60699844,7.860000134,0.160849005,0.004973,26.89495468,6.395327091,19.46531105,-1.120810032,8.416995049,22.2428112
"PEI02,",0.015545,2.589153051,0.459147006,0.736000001,0.069818363,314.4957581,0.003372,0.532081008,37.60699844,7.860000134,0.160849005,0.004973,26.89495468,6.395327091,19.46531105,-1.120810032,8.416995049,22.2428112
"PEI06,",0.015545,2.589153051,0.459147006,0.736000001,0.069818363,314.4957581,0.003372,0.532081008,37.60699844,7.860000134,0.160849005,0.004973,26.89495468,6.395327091,19.46531105,-1.120810032,8.416995049,22.2428112
"PEI08,",0.015545,2.589153051,0.459147006,0.736000001,0.069818363,314.4957581,0.003372,0.532081008,37.60699844,7.860000134,0.160849005,0.004973,26.89495468,6.395327091,19.46531105,-1.120810032,8.416995049,22.2428112
"PEI09,",0.015545,2.589153051,0.459147006,0.736000001,0.069818363,314.4957581,0.003372,0.532081008,37.60699844,7.860000134,0.160849005,0.004973,26.89495468,6.395327091,19.46531105,-1.120810032,8.416995049,22.2428112
"PEI10,",0.015545,2.589153051,0.459147006,0.736000001,0.069818363,314.4957581,0.003372,0.532081008,37.60699844,7.860000134,0.160849005,0.004973,26.89495468,6.395327091,19.46531105,-1.120810032,8.416995049,22.2428112
"PEI12,",0.015545,2.589153051,0.459147006,0.736000001,0.069818363,314.4957581,0.003372,0.532081008,37.60699844,7.860000134,0.160849005,0.004973,26.89495468,6.395327091,19.46531105,-1.120810032,8.416995049,22.2428112
PKNC01,0.004174,2.222445011,0.411825001,0.490999997,0.125606194,224.5191803,0.002352,0.577098012,36.4129982,8.288999557,0.001861,0.015561,35.9084549,6.796405792,27.60783195,15.45783901,21.54006004,15.34912014
PTMA01,0.000912,3.268523932,0.61729902,0.592999995,0.070015289,281.2796326,0.001858,0.245784998,32.99100113,8.133000374,0.182061002,0.009124,31.5578537,4.313769817,20.11873055,3.833189964,11.56430531,18.22537994
PTMA02,0.000912,3.268523932,0.61729902,0.592999995,0.070015289,281.2796326,0.001858,0.245784998,32.99100113,8.133000374,0.182061002,0.009124,31.5578537,4.313769817,20.11873055,3.833189964,11.56430531,18.22537994
PTMA03,0.000912,3.268523932,0.61729902,0.592999995,0.070015289,281.2796326,0.001858,0.245784998,32.99100113,8.133000374,0.182061002,0.009124,31.5578537,4.313769817,20.11873055,3.833189964,11.56430531,18.22537994
PTMA04,0.000912,3.268523932,0.61729902,0.592999995,0.070015289,281.2796326,0.001858,0.245784998,32.99100113,8.133000374,0.182061002,0.009124,31.5578537,4.313769817,20.11873055,3.833189964,11.56430531,18.22537994
PTMA05,0.000912,3.268523932,0.61729902,0.592999995,0.070015289,281.2796326,0.001858,0.245784998,32.99100113,8.133000374,0.182061002,0.009124,31.5578537,4.313769817,20.11873055,3.833189964,11.56430531,18.22537994
PTMA08,0.000912,3.268523932,0.61729902,0.592999995,0.070015289,281.2796326,0.001858,0.245784998,32.99100113,8.133000374,0.182061002,0.009124,31.5578537,4.313769817,20.11873055,3.833189964,11.56430531,18.22537994
RPME01,0.003137,4.995930195,0.961032987,0.644999981,0.044146076,294.4608459,0.002951,0.709084988,33.36500168,7.989999771,0.137520999,0.019192001,31.12833214,8.231607437,15.50087547,2.605221987,9.176363945,15.06371117
RPME02,0.003137,4.995930195,0.961032987,0.644999981,0.044146076,294.4608459,0.002951,0.709084988,33.36500168,7.989999771,0.137520999,0.019192001,31.12833214,8.231607437,15.50087547,2.605221987,9.176363945,15.06371117
RPME03,0.003137,4.995930195,0.961032987,0.644999981,0.044146076,294.4608459,0.002951,0.709084988,33.36500168,7.989999771,0.137520999,0.019192001,31.12833214,8.231607437,15.50087547,2.605221987,9.176363945,15.06371117
RPME04,0.003137,4.995930195,0.961032987,0.644999981,0.044146076,294.4608459,0.002951,0.709084988,33.36500168,7.989999771,0.137520999,0.019192001,31.12833214,8.231607437,15.50087547,2.605221987,9.176363945,15.06371117
RPME05,0.003137,4.995930195,0.961032987,0.644999981,0.044146076,294.4608459,0.002951,0.709084988,33.36500168,7.989999771,0.137520999,0.019192001,31.12833214,8.231607437,15.50087547,2.605221987,9.176363945,15.06371117
RPME06,0.003137,4.995930195,0.961032987,0.644999981,0.044146076,294.4608459,0.002951,0.709084988,33.36500168,7.989999771,0.137520999,0.019192001,31.12833214,8.231607437,15.50087547,2.605221987,9.176363945,15.06371117
RPME07,0.003137,4.995930195,0.961032987,0.644999981,0.044146076,294.4608459,0.002951,0.709084988,33.36500168,7.989999771,0.137520999,0.019192001,31.12833214,8.231607437,15.50087547,2.605221987,9.176363945,15.06371117
RPME08,0.003137,4.995930195,0.961032987,0.644999981,0.044146076,294.4608459,0.002951,0.709084988,33.36500168,7.989999771,0.137520999,0.019192001,31.12833214,8.231607437,15.50087547,2.605221987,9.176363945,15.06371117
"SCH02,",0.018346,8.443802834,2.024152994,0.740999997,0.12988174,281.874176,0.00588,12.36632347,32.38600159,8.210000038,0.119980998,0.048206002,30.4776783,2.520944118,18.78166389,5.131252766,12.05560398,15.45529461
"SCH04,",0.018346,8.443802834,2.024152994,0.740999997,0.12988174,281.874176,0.00588,12.36632347,32.38600159,8.210000038,0.119980998,0.048206002,30.4776783,2.520944118,18.78166389,5.131252766,12.05560398,15.45529461
"SCH05,",0.018346,8.443802834,2.024152994,0.740999997,0.12988174,281.874176,0.00588,12.36632347,32.38600159,8.210000038,0.119980998,0.048206002,30.4776783,2.520944118,18.78166389,5.131252766,12.05560398,15.45529461
"SCH06,",0.018346,8.443802834,2.024152994,0.740999997,0.12988174,281.874176,0.00588,12.36632347,32.38600159,8.210000038,0.119980998,0.048206002,30.4776783,2.520944118,18.78166389,5.131252766,12.05560398,15.45529461
"SCH07,",0.018346,8.443802834,2.024152994,0.740999997,0.12988174,281.874176,0.00588,12.36632347,32.38600159,8.210000038,0.119980998,0.048206002,30.4776783,2.520944118,18.78166389,5.131252766,12.05560398,15.45529461
"SCH08,",0.018346,8.443802834,2.024152994,0.740999997,0.12988174,281.874176,0.00588,12.36632347,32.38600159,8.210000038,0.119980998,0.048206002,30.4776783,2.520944118,18.78166389,5.131252766,12.05560398,15.45529461
"SCH10,",0.018346,8.443802834,2.024152994,0.740999997,0.12988174,281.874176,0.00588,12.36632347,32.38600159,8.210000038,0.119980998,0.048206002,30.4776783,2.520944118,18.78166389,5.131252766,12.05560398,15.45529461
"SCH11,",0.018346,8.443802834,2.024152994,0.740999997,0.12988174,281.874176,0.00588,12.36632347,32.38600159,8.210000038,0.119980998,0.048206002,30.4776783,2.520944118,18.78166389,5.131252766,12.05560398,15.45529461
SCNL01,0.000187,3.685408115,0.713844001,0.791000009,0.123041242,331.7945862,0.002323,1.433873057,29.94799995,8.17800045,0.354853988,0.009073,31.65843773,3.922113895,14.22371101,-0.535712004,5.868000984,17.17784691
SCNL02,0.000187,3.685408115,0.713844001,0.791000009,0.123041242,331.7945862,0.002323,1.433873057,29.94799995,8.17800045,0.354853988,0.009073,31.65843773,3.922113895,14.22371101,-0.535712004,5.868000984,17.17784691
WHMA01,0.006666,2.493338108,0.364542991,0.574999988,0.041399684,273.449585,0.00466,0.057514999,31.77300072,8.104000092,0.108713001,0.007493,31.35465431,5.936000824,21.18649292,3.179332018,12.29823589,20.76029968
WHMA03,0.006666,2.493338108,0.364542991,0.574999988,0.041399684,273.449585,0.00466,0.057514999,31.77300072,8.104000092,0.108713001,0.007493,31.35465431,5.936000824,21.18649292,3.179332018,12.29823589,20.76029968
WHMA04,0.006666,2.493338108,0.364542991,0.574999988,0.041399684,273.449585,0.00466,0.057514999,31.77300072,8.104000092,0.108713001,0.007493,31.35465431,5.936000824,21.18649292,3.179332018,12.29823589,20.76029968
WHMA05,0.006666,2.493338108,0.364542991,0.574999988,0.041399684,273.449585,0.00466,0.057514999,31.77300072,8.104000092,0.108713001,0.007493,31.35465431,5.936000824,21.18649292,3.179332018,12.29823589,20.76029968
WHMA10,0.006666,2.493338108,0.364542991,0.574999988,0.041399684,273.449585,0.00466,0.057514999,31.77300072,8.104000092,0.108713001,0.007493,31.35465431,5.936000824,21.18649292,3.179332018,12.29823589,20.76029968
WHMA11,0.006666,2.493338108,0.364542991,0.574999988,0.041399684,273.449585,0.00466,0.057514999,31.77300072,8.104000092,0.108713001,0.007493,31.35465431,5.936000824,21.18649292,3.179332018,12.29823589,20.76029968
WHMA12,0.006666,2.493338108,0.364542991,0.574999988,0.041399684,273.449585,0.00466,0.057514999,31.77300072,8.104000092,0.108713001,0.007493,31.35465431,5.936000824,21.18649292,3.179332018,12.29823589,20.76029968
WHMA13,0.006666,2.493338108,0.364542991,0.574999988,0.041399684,273.449585,0.00466,0.057514999,31.77300072,8.104000092,0.108713001,0.007493,31.35465431,5.936000824,21.18649292,3.179332018,12.29823589,20.76029968
WHMA14,0.006666,2.493338108,0.364542991,0.574999988,0.041399684,273.449585,0.00466,0.057514999,31.77300072,8.104000092,0.108713001,0.007493,31.35465431,5.936000824,21.18649292,3.179332018,12.29823589,20.76029968
